S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top,,,
0.1713420000,3.0490700000,2.2695400000,0.0022732800,0.0022762800,0.0012498500,0.0012497400,454.6550000000,455.2560000000,249.9690000000,249.9480000000,,,
0.1723440000,3.0509600000,2.2766300000,0.0022728600,0.0022754400,0.0012498600,0.0012497500,454.5720000000,455.0880000000,249.9720000000,249.9510000000,,,
0.1733460000,3.0528300000,2.2837300000,0.0022719900,0.0022750900,0.0012498700,0.0012497700,454.3980000000,455.0170000000,249.9740000000,249.9540000000,,,
0.1743480000,3.0546800000,2.2908200000,0.0022721400,0.0022737100,0.0012498800,0.0012497900,454.4290000000,454.7410000000,249.9770000000,249.9570000000,,,
0.1753500000,3.0565000000,2.2979100000,0.0022719600,0.0022727000,0.0012498900,0.0012498000,454.3910000000,454.5400000000,249.9780000000,249.9590000000,,,
0.1763520000,3.0582800000,2.3050100000,0.0022707800,0.0022726800,0.0012499000,0.0012498000,454.1560000000,454.5370000000,249.9790000000,249.9600000000,,,
0.1773540000,3.0600300000,2.3121100000,0.0022695000,0.0022728000,0.0012498900,0.0012498000,453.9010000000,454.5600000000,249.9790000000,249.9610000000,,,
0.1783560000,3.0617700000,2.3192000000,0.0022692200,0.0022719300,0.0012499000,0.0012498100,453.8430000000,454.3850000000,249.9790000000,249.9620000000,,,
0.1793580000,3.0634800000,2.3262900000,0.0022692400,0.0022707700,0.0012499000,0.0012498100,453.8480000000,454.1550000000,249.9800000000,249.9620000000,,,
0.1803600000,3.0651600000,2.3333900000,0.0022681900,0.0022706900,0.0012499000,0.0012498100,453.6390000000,454.1390000000,249.9790000000,249.9630000000,,,
0.1813620000,3.0668200000,2.3404800000,0.0022676000,0.0022701900,0.0012498900,0.0012498100,453.5200000000,454.0380000000,249.9790000000,249.9630000000,,,
0.1823640000,3.0684500000,2.3475700000,0.0022675800,0.0022691200,0.0012498900,0.0012498100,453.5160000000,453.8230000000,249.9790000000,249.9630000000,,,
0.1833660000,3.0700600000,2.3546600000,0.0022671700,0.0022684600,0.0012498900,0.0012498100,453.4340000000,453.6920000000,249.9770000000,249.9620000000,,,
0.1843680000,3.0716300000,2.3617600000,0.0022667200,0.0022678500,0.0012498800,0.0012498000,453.3440000000,453.5690000000,249.9760000000,249.9610000000,,,
0.1853700000,3.0731700000,2.3688600000,0.0022662900,0.0022672400,0.0012498600,0.0012497900,453.2590000000,453.4480000000,249.9720000000,249.9580000000,,,
0.1863720000,3.0746700000,2.3759700000,0.0022648400,0.0022676700,0.0012498400,0.0012497700,452.9670000000,453.5330000000,249.9680000000,249.9540000000,,,
0.1873740000,3.0761500000,2.3830700000,0.0022639900,0.0022675100,0.0012498200,0.0012497500,452.7990000000,453.5020000000,249.9640000000,249.9510000000,,,
0.1883760000,3.0776100000,2.3901600000,0.0022636400,0.0022668700,0.0012498000,0.0012497400,452.7270000000,453.3730000000,249.9610000000,249.9470000000,,,
0.1893780000,3.0790600000,2.3972600000,0.0022630200,0.0022665200,0.0012497900,0.0012497300,452.6030000000,453.3040000000,249.9580000000,249.9460000000,,,
0.1903800000,3.0805000000,2.4043400000,0.0022629600,0.0022656100,0.0012497800,0.0012497200,452.5920000000,453.1220000000,249.9560000000,249.9440000000,,,
0.1913820000,3.0819200000,2.4114300000,0.0022618700,0.0022657600,0.0012497800,0.0012497200,452.3740000000,453.1520000000,249.9550000000,249.9440000000,,,
0.1923840000,3.0833300000,2.4185000000,0.0022612900,0.0022654100,0.0012497700,0.0012497200,452.2580000000,453.0810000000,249.9550000000,249.9440000000,,,
0.1933860000,3.0847300000,2.4255700000,0.0022619700,0.0022638200,0.0012497800,0.0012497200,452.3940000000,452.7640000000,249.9560000000,249.9450000000,,,
0.1943880000,3.0861000000,2.4326500000,0.0022616000,0.0022632800,0.0012497800,0.0012497300,452.3210000000,452.6560000000,249.9560000000,249.9460000000,,,
0.1953910000,3.0874500000,2.4397200000,0.0022604000,0.0022636100,0.0012497800,0.0012497300,452.0800000000,452.7230000000,249.9560000000,249.9460000000,,,
0.1963930000,3.0887800000,2.4467900000,0.0022596700,0.0022634700,0.0012497800,0.0012497400,451.9340000000,452.6940000000,249.9570000000,249.9470000000,,,
0.1973950000,3.0900900000,2.4538600000,0.0022605200,0.0022617800,0.0012497900,0.0012497500,452.1040000000,452.3560000000,249.9580000000,249.9490000000,,,
0.1983960000,3.0913800000,2.4609200000,0.0022608100,0.0022606500,0.0012498000,0.0012497500,452.1620000000,452.1310000000,249.9590000000,249.9500000000,,,
0.1993990000,3.0926200000,2.4680000000,0.0022591100,0.0022615500,0.0012497900,0.0012497500,451.8210000000,452.3090000000,249.9580000000,249.9500000000,,,
0.2004010000,3.0938400000,2.4750700000,0.0022580000,0.0022618500,0.0012497900,0.0012497500,451.6000000000,452.3700000000,249.9580000000,249.9490000000,,,
0.2014030000,3.0950500000,2.4821400000,0.0022575700,0.0022615000,0.0012497900,0.0012497500,451.5140000000,452.3000000000,249.9590000000,249.9510000000,,,
0.2024050000,3.0962500000,2.4892000000,0.0022576500,0.0022606400,0.0012498000,0.0012497600,451.5300000000,452.1280000000,249.9600000000,249.9530000000,,,
0.2034070000,3.0974400000,2.4962600000,0.0022579600,0.0022595800,0.0012498100,0.0012497800,451.5930000000,451.9170000000,249.9620000000,249.9550000000,,,
0.2044090000,3.0985900000,2.5033200000,0.0022577500,0.0022590500,0.0012498200,0.0012497900,451.5500000000,451.8100000000,249.9650000000,249.9580000000,,,
0.2054110000,3.0997200000,2.5103900000,0.0022576500,0.0022584400,0.0012498300,0.0012497900,451.5310000000,451.6870000000,249.9650000000,249.9590000000,,,
0.2064130000,3.1008000000,2.5174600000,0.0022569700,0.0022584100,0.0012498300,0.0012498000,451.3930000000,451.6820000000,249.9660000000,249.9590000000,,,
0.2074150000,3.1018600000,2.5245300000,0.0022561600,0.0022585400,0.0012498300,0.0012497900,451.2320000000,451.7080000000,249.9650000000,249.9590000000,,,
0.2084170000,3.1028900000,2.5316000000,0.0022553800,0.0022586400,0.0012498200,0.0012497900,451.0760000000,451.7270000000,249.9650000000,249.9590000000,,,
0.2094190000,3.1039000000,2.5386600000,0.0022558700,0.0022575000,0.0012498200,0.0012498000,451.1740000000,451.5000000000,249.9650000000,249.9590000000,,,
0.2104210000,3.1048900000,2.5457300000,0.0022568500,0.0022558600,0.0012498200,0.0012498000,451.3710000000,451.1730000000,249.9650000000,249.9600000000,,,
0.2114230000,3.1058300000,2.5528000000,0.0022557700,0.0022563300,0.0012498100,0.0012497900,451.1540000000,451.2660000000,249.9620000000,249.9570000000,,,
0.2124250000,3.1067300000,2.5598800000,0.0022541600,0.0022573200,0.0012497900,0.0012497700,450.8330000000,451.4640000000,249.9590000000,249.9540000000,,,
0.2134270000,3.1076100000,2.5669600000,0.0022539000,0.0022570000,0.0012497800,0.0012497600,450.7810000000,451.3990000000,249.9560000000,249.9510000000,,,
0.2144290000,3.1084700000,2.5740300000,0.0022535900,0.0022567300,0.0012497700,0.0012497400,450.7170000000,451.3460000000,249.9530000000,249.9490000000,,,
0.2154310000,3.1093300000,2.5811000000,0.0022530400,0.0022567200,0.0012497600,0.0012497400,450.6080000000,451.3440000000,249.9520000000,249.9480000000,,,
0.2164330000,3.1101700000,2.5881700000,0.0022530700,0.0022561300,0.0012497600,0.0012497400,450.6150000000,451.2270000000,249.9510000000,249.9480000000,,,
0.2174350000,3.1110000000,2.5952400000,0.0022529600,0.0022557300,0.0012497600,0.0012497400,450.5910000000,451.1460000000,249.9520000000,249.9490000000,,,
0.2184370000,3.1118100000,2.6023000000,0.0022533800,0.0022547900,0.0012497700,0.0012497500,450.6750000000,450.9570000000,249.9540000000,249.9500000000,,,
0.2194390000,3.1125900000,2.6093700000,0.0022540500,0.0022536200,0.0012497700,0.0012497500,450.8110000000,450.7230000000,249.9540000000,249.9510000000,,,
0.2204410000,3.1133200000,2.6164400000,0.0022536500,0.0022535300,0.0012497600,0.0012497500,450.7300000000,450.7060000000,249.9530000000,249.9500000000,,,
0.2214430000,3.1140100000,2.6235100000,0.0022520500,0.0022546700,0.0012497500,0.0012497300,450.4100000000,450.9350000000,249.9500000000,249.9470000000,,,
0.2224450000,3.1146700000,2.6305800000,0.0022515300,0.0022547400,0.0012497300,0.0012497200,450.3060000000,450.9470000000,249.9470000000,249.9440000000,,,
0.2234470000,3.1153300000,2.6376500000,0.0022520800,0.0022537600,0.0012497200,0.0012497100,450.4160000000,450.7510000000,249.9450000000,249.9430000000,,,
0.2244490000,3.1159500000,2.6447300000,0.0022515400,0.0022538700,0.0012497100,0.0012497000,450.3070000000,450.7750000000,249.9430000000,249.9400000000,,,
0.2254510000,3.1165500000,2.6518000000,0.0022508100,0.0022542000,0.0012497000,0.0012496900,450.1630000000,450.8400000000,249.9410000000,249.9390000000,,,
0.2264530000,3.1171500000,2.6588700000,0.0022506100,0.0022540200,0.0012497000,0.0012496900,450.1210000000,450.8030000000,249.9400000000,249.9380000000,,,
0.2274550000,3.1177300000,2.6659300000,0.0022508900,0.0022533700,0.0012497000,0.0012496900,450.1770000000,450.6740000000,249.9400000000,249.9380000000,,,
0.2284570000,3.1182800000,2.6730000000,0.0022511500,0.0022527400,0.0012497000,0.0012496900,450.2310000000,450.5480000000,249.9400000000,249.9390000000,,,
0.2294590000,3.1188200000,2.6800700000,0.0022508700,0.0022526900,0.0012497000,0.0012497000,450.1730000000,450.5390000000,249.9400000000,249.9390000000,,,
0.2304610000,3.1193200000,2.6871400000,0.0022500400,0.0022531900,0.0012497000,0.0012496900,450.0090000000,450.6370000000,249.9400000000,249.9390000000,,,
0.2314630000,3.1198100000,2.6942000000,0.0022495000,0.0022534300,0.0012497100,0.0012497000,449.8990000000,450.6870000000,249.9410000000,249.9400000000,,,
0.2324650000,3.1203000000,2.7012700000,0.0022500700,0.0022525600,0.0012497200,0.0012497100,450.0140000000,450.5110000000,249.9430000000,249.9420000000,,,
0.2334670000,3.1207600000,2.7083300000,0.0022500400,0.0022523200,0.0012497300,0.0012497300,450.0090000000,450.4630000000,249.9460000000,249.9450000000,,,
0.2344690000,3.1212000000,2.7153900000,0.0022494100,0.0022526800,0.0012497400,0.0012497400,449.8830000000,450.5360000000,249.9490000000,249.9480000000,,,
0.2354710000,3.1216400000,2.7224600000,0.0022492700,0.0022525900,0.0012497700,0.0012497600,449.8540000000,450.5170000000,249.9530000000,249.9530000000,,,
0.2364730000,3.1220500000,2.7295200000,0.0022486000,0.0022530200,0.0012497900,0.0012497900,449.7190000000,450.6050000000,249.9580000000,249.9570000000,,,
0.2374750000,3.1224700000,2.7365800000,0.0022492200,0.0022521900,0.0012498200,0.0012498200,449.8450000000,450.4370000000,249.9640000000,249.9640000000,,,
0.2384770000,3.1228700000,2.7436400000,0.0022509700,0.0022502400,0.0012498600,0.0012498600,450.1940000000,450.0470000000,249.9720000000,249.9710000000,,,
0.2394790000,3.1232200000,2.7507100000,0.0022503500,0.0022506800,0.0012498800,0.0012498800,450.0700000000,450.1360000000,249.9770000000,249.9770000000,,,
0.2404810000,3.1235300000,2.7577700000,0.0022491400,0.0022517200,0.0012499100,0.0012499100,449.8280000000,450.3440000000,249.9820000000,249.9820000000,,,
0.2414830000,3.1238200000,2.7648400000,0.0022499800,0.0022507400,0.0012499300,0.0012499300,449.9950000000,450.1480000000,249.9860000000,249.9850000000,,,
0.2424850000,3.1240700000,2.7719000000,0.0022507900,0.0022497800,0.0012499500,0.0012499500,450.1580000000,449.9570000000,249.9890000000,249.9890000000,,,
0.2434870000,3.1242700000,2.7789700000,0.0022499700,0.0022505000,0.0012499500,0.0012499500,449.9930000000,450.0990000000,249.9900000000,249.9900000000,,,
0.2444890000,3.1244400000,2.7860400000,0.0022491800,0.0022511700,0.0012499500,0.0012499500,449.8370000000,450.2340000000,249.9910000000,249.9910000000,,,
0.2454910000,3.1245700000,2.7931100000,0.0022498400,0.0022504300,0.0012499500,0.0012499500,449.9680000000,450.0870000000,249.9900000000,249.9900000000,,,
0.2464930000,3.1246600000,2.8001800000,0.0022499100,0.0022502900,0.0012499500,0.0012499500,449.9810000000,450.0580000000,249.9890000000,249.9890000000,,,
0.2474950000,3.1247200000,2.8072500000,0.0022494400,0.0022507100,0.0012499300,0.0012499300,449.8890000000,450.1410000000,249.9860000000,249.9860000000,,,
0.2484970000,3.1247400000,2.8143100000,0.0022490000,0.0022511000,0.0012499200,0.0012499200,449.7990000000,450.2210000000,249.9830000000,249.9830000000,,,
0.2494990000,3.1247400000,2.8213800000,0.0022479700,0.0022521200,0.0012499000,0.0012499000,449.5940000000,450.4230000000,249.9810000000,249.9810000000,,,
0.2505010000,3.1247400000,2.8284500000,0.0022474700,0.0022526000,0.0012498900,0.0012498900,449.4940000000,450.5200000000,249.9790000000,249.9790000000,,,
0.2515030000,3.1247400000,2.8355200000,0.0022479700,0.0022521200,0.0012499000,0.0012499000,449.5940000000,450.4230000000,249.9810000000,249.9810000000,,,
0.2525050000,3.1247400000,2.8425900000,0.0022490000,0.0022511000,0.0012499200,0.0012499200,449.8000000000,450.2200000000,249.9830000000,249.9830000000,,,
0.2535070000,3.1247200000,2.8496600000,0.0022494400,0.0022507100,0.0012499300,0.0012499300,449.8880000000,450.1410000000,249.9860000000,249.9860000000,,,
0.2545090000,3.1246600000,2.8567300000,0.0022499000,0.0022502900,0.0012499500,0.0012499500,449.9800000000,450.0590000000,249.9890000000,249.9890000000,,,
0.2555110000,3.1245700000,2.8638000000,0.0022498400,0.0022504300,0.0012499500,0.0012499500,449.9680000000,450.0870000000,249.9900000000,249.9900000000,,,
0.2565130000,3.1244400000,2.8708700000,0.0022491800,0.0022511700,0.0012499500,0.0012499500,449.8370000000,450.2340000000,249.9910000000,249.9910000000,,,
0.2575150000,3.1242800000,2.8779400000,0.0022499700,0.0022504900,0.0012499500,0.0012499500,449.9950000000,450.0980000000,249.9900000000,249.9900000000,,,
0.2585170000,3.1240700000,2.8850000000,0.0022508100,0.0022497700,0.0012499500,0.0012499500,450.1620000000,449.9530000000,249.9900000000,249.9890000000,,,
0.2595190000,3.1238200000,2.8920700000,0.0022499800,0.0022507300,0.0012499300,0.0012499300,449.9970000000,450.1460000000,249.9860000000,249.9850000000,,,
0.2605210000,3.1235300000,2.8991300000,0.0022491300,0.0022517300,0.0012499100,0.0012499100,449.8260000000,450.3460000000,249.9820000000,249.9820000000,,,
0.2615230000,3.1232200000,2.9062000000,0.0022503400,0.0022507000,0.0012498800,0.0012498800,450.0670000000,450.1390000000,249.9770000000,249.9770000000,,,
0.2625250000,3.1228700000,2.9132600000,0.0022509600,0.0022502400,0.0012498600,0.0012498600,450.1930000000,450.0480000000,249.9720000000,249.9710000000,,,
0.2635270000,3.1224700000,2.9203200000,0.0022492300,0.0022521800,0.0012498200,0.0012498200,449.8460000000,450.4360000000,249.9640000000,249.9640000000,,,
0.2645290000,3.1220500000,2.9273800000,0.0022486000,0.0022530200,0.0012497900,0.0012497900,449.7200000000,450.6030000000,249.9580000000,249.9570000000,,,
0.2655310000,3.1216400000,2.9344500000,0.0022492700,0.0022525800,0.0012497700,0.0012497600,449.8550000000,450.5160000000,249.9530000000,249.9530000000,,,
0.2665330000,3.1212000000,2.9415100000,0.0022494100,0.0022526800,0.0012497400,0.0012497400,449.8820000000,450.5360000000,249.9490000000,249.9480000000,,,
0.2675350000,3.1207600000,2.9485800000,0.0022500100,0.0022523500,0.0012497300,0.0012497300,450.0030000000,450.4690000000,249.9460000000,249.9450000000,,,
0.2685370000,3.1203000000,2.9556400000,0.0022500300,0.0022526000,0.0012497200,0.0012497100,450.0070000000,450.5190000000,249.9430000000,249.9420000000,,,
0.2695390000,3.1198100000,2.9627000000,0.0022495000,0.0022534300,0.0012497100,0.0012497000,449.8990000000,450.6870000000,249.9410000000,249.9400000000,,,
0.2705410000,3.1193200000,2.9697700000,0.0022500800,0.0022531500,0.0012497000,0.0012497000,450.0150000000,450.6300000000,249.9400000000,249.9390000000,,,
0.2715430000,3.1188200000,2.9768400000,0.0022509100,0.0022526500,0.0012497000,0.0012497000,450.1820000000,450.5300000000,249.9410000000,249.9390000000,,,
0.2725450000,3.1182900000,2.9839100000,0.0022511800,0.0022527100,0.0012497000,0.0012497000,450.2360000000,450.5420000000,249.9410000000,249.9390000000,,,
0.2735470000,3.1177300000,2.9909700000,0.0022509000,0.0022533600,0.0012497000,0.0012496900,450.1790000000,450.6720000000,249.9400000000,249.9380000000,,,
0.2745490000,3.1171500000,2.9980400000,0.0022506300,0.0022539900,0.0012497000,0.0012496900,450.1250000000,450.7990000000,249.9400000000,249.9380000000,,,
0.2755510000,3.1165500000,3.0051100000,0.0022508100,0.0022542000,0.0012497000,0.0012496900,450.1630000000,450.8410000000,249.9410000000,249.9390000000,,,
0.2765530000,3.1159500000,3.0121800000,0.0022514800,0.0022539300,0.0012497100,0.0012497000,450.2960000000,450.7860000000,249.9430000000,249.9400000000,,,
0.2775550000,3.1153300000,3.0192500000,0.0022520300,0.0022538000,0.0012497200,0.0012497100,450.4070000000,450.7610000000,249.9450000000,249.9420000000,,,
0.2785570000,3.1146700000,3.0263200000,0.0022515200,0.0022547500,0.0012497300,0.0012497200,450.3030000000,450.9490000000,249.9470000000,249.9440000000,,,
0.2795590000,3.1140100000,3.0333900000,0.0022520000,0.0022547200,0.0012497500,0.0012497300,450.4000000000,450.9450000000,249.9500000000,249.9470000000,,,
0.2805610000,3.1133200000,3.0404700000,0.0022535800,0.0022536000,0.0012497600,0.0012497500,450.7170000000,450.7190000000,249.9530000000,249.9500000000,,,
0.2815630000,3.1125900000,3.0475400000,0.0022540500,0.0022536200,0.0012497700,0.0012497500,450.8110000000,450.7230000000,249.9540000000,249.9510000000,,,
0.2825650000,3.1118200000,3.0546100000,0.0022534300,0.0022547300,0.0012497700,0.0012497600,450.6860000000,450.9460000000,249.9540000000,249.9510000000,,,
0.2835670000,3.1110100000,3.0616700000,0.0022530300,0.0022556600,0.0012497700,0.0012497500,450.6050000000,451.1310000000,249.9530000000,249.9500000000,,,
0.2845690000,3.1101800000,3.0687400000,0.0022531500,0.0022560600,0.0012497600,0.0012497400,450.6290000000,451.2120000000,249.9520000000,249.9490000000,,,
0.2855710000,3.1093400000,3.0758000000,0.0022531200,0.0022566400,0.0012497600,0.0012497400,450.6240000000,451.3280000000,249.9530000000,249.9490000000,,,
0.2865730000,3.1084800000,3.0828700000,0.0022536300,0.0022566800,0.0012497700,0.0012497500,450.7270000000,451.3360000000,249.9540000000,249.9490000000,,,
0.2875750000,3.1076100000,3.0899500000,0.0022539200,0.0022569800,0.0012497800,0.0012497600,450.7840000000,451.3960000000,249.9560000000,249.9520000000,,,
0.2885770000,3.1067300000,3.0970200000,0.0022542000,0.0022572900,0.0012497900,0.0012497700,450.8400000000,451.4570000000,249.9590000000,249.9540000000,,,
0.2895790000,3.1058300000,3.1041000000,0.0022557700,0.0022563300,0.0012498100,0.0012497800,451.1540000000,451.2660000000,249.9620000000,249.9570000000,,,
0.2905810000,3.1048800000,3.1111700000,0.0022567900,0.0022559300,0.0012498200,0.0012497900,451.3570000000,451.1860000000,249.9640000000,249.9590000000,,,
0.2915830000,3.1038900000,3.1182400000,0.0022557800,0.0022575800,0.0012498200,0.0012497900,451.1570000000,451.5170000000,249.9640000000,249.9580000000,,,
0.2925850000,3.1028800000,3.1253100000,0.0022553000,0.0022587200,0.0012498200,0.0012497900,451.0590000000,451.7440000000,249.9640000000,249.9580000000,,,
0.2935870000,3.1018400000,3.1323800000,0.0022561800,0.0022585100,0.0012498200,0.0012497900,451.2370000000,451.7030000000,249.9640000000,249.9580000000,,,
0.2945890000,3.1007900000,3.1394500000,0.0022570800,0.0022582900,0.0012498200,0.0012497900,451.4170000000,451.6590000000,249.9650000000,249.9580000000,,,
0.2955910000,3.0997000000,3.1465100000,0.0022577000,0.0022583900,0.0012498200,0.0012497900,451.5390000000,451.6790000000,249.9640000000,249.9580000000,,,
0.2965930000,3.0985700000,3.1535800000,0.0022577800,0.0022590300,0.0012498200,0.0012497800,451.5550000000,451.8050000000,249.9630000000,249.9560000000,,,
0.2975950000,3.0974200000,3.1606400000,0.0022579700,0.0022595800,0.0012498000,0.0012497700,451.5930000000,451.9160000000,249.9610000000,249.9540000000,,,
0.2985970000,3.0962300000,3.1677000000,0.0022575500,0.0022607400,0.0012497900,0.0012497500,451.5100000000,452.1480000000,249.9580000000,249.9510000000,,,
0.2995990000,3.0950200000,3.1747600000,0.0022574900,0.0022615800,0.0012497800,0.0012497400,451.4980000000,452.3160000000,249.9560000000,249.9490000000,,,
0.3006010000,3.0938100000,3.1818300000,0.0022580500,0.0022618000,0.0012497800,0.0012497400,451.6090000000,452.3600000000,249.9550000000,249.9470000000,,,
0.3016030000,3.0925900000,3.1889000000,0.0022592200,0.0022614400,0.0012497800,0.0012497400,451.8440000000,452.2870000000,249.9560000000,249.9480000000,,,
0.3026050000,3.0913400000,3.1959700000,0.0022608500,0.0022606100,0.0012497800,0.0012497400,452.1700000000,452.1220000000,249.9570000000,249.9480000000,,,
0.3036070000,3.0900600000,3.2030400000,0.0022604300,0.0022618800,0.0012497800,0.0012497300,452.0850000000,452.3750000000,249.9550000000,249.9460000000,,,
0.3046090000,3.0887400000,3.2101000000,0.0022595100,0.0022636400,0.0012497700,0.0012497200,451.9010000000,452.7270000000,249.9540000000,249.9440000000,,,
0.3056110000,3.0874100000,3.2171700000,0.0022603000,0.0022637100,0.0012497700,0.0012497200,452.0600000000,452.7430000000,249.9530000000,249.9430000000,,,
0.3066130000,3.0860700000,3.2242500000,0.0022615900,0.0022632900,0.0012497700,0.0012497100,452.3190000000,452.6590000000,249.9530000000,249.9430000000,,,
0.3076150000,3.0847000000,3.2313200000,0.0022619800,0.0022638100,0.0012497600,0.0012497100,452.3960000000,452.7620000000,249.9530000000,249.9420000000,,,
0.3086170000,3.0833000000,3.2383900000,0.0022612700,0.0022654200,0.0012497600,0.0012497100,452.2540000000,453.0850000000,249.9520000000,249.9410000000,,,
0.3096190000,3.0818900000,3.2454700000,0.0022619000,0.0022657300,0.0012497700,0.0012497100,452.3800000000,453.1460000000,249.9530000000,249.9410000000,,,
0.3106210000,3.0804700000,3.2525600000,0.0022630300,0.0022655300,0.0012497700,0.0012497100,452.6070000000,453.1070000000,249.9540000000,249.9420000000,,,
0.3116230000,3.0790400000,3.2596400000,0.0022630600,0.0022664700,0.0012497800,0.0012497200,452.6130000000,453.2940000000,249.9560000000,249.9440000000,,,
0.3126250000,3.0775900000,3.2667400000,0.0022637100,0.0022667900,0.0012497900,0.0012497300,452.7420000000,453.3580000000,249.9590000000,249.9460000000,,,
0.3136270000,3.0761200000,3.2738300000,0.0022640100,0.0022674900,0.0012498100,0.0012497400,452.8020000000,453.4980000000,249.9620000000,249.9490000000,,,
0.3146290000,3.0746400000,3.2809300000,0.0022647700,0.0022677400,0.0012498300,0.0012497600,452.9530000000,453.5470000000,249.9660000000,249.9520000000,,,
0.3156310000,3.0731400000,3.2880400000,0.0022661300,0.0022674000,0.0012498500,0.0012497800,453.2270000000,453.4800000000,249.9700000000,249.9560000000,,,
0.3166330000,3.0716100000,3.2951400000,0.0022665900,0.0022679800,0.0012498700,0.0012497900,453.3170000000,453.5960000000,249.9740000000,249.9590000000,,,
0.3176350000,3.0700400000,3.3022400000,0.0022672200,0.0022684100,0.0012498800,0.0012498000,453.4450000000,453.6810000000,249.9760000000,249.9600000000,,,
0.3186370000,3.0684400000,3.3093300000,0.0022676800,0.0022690100,0.0012498900,0.0012498100,453.5370000000,453.8020000000,249.9770000000,249.9620000000,,,
0.3196390000,3.0668100000,3.3164300000,0.0022676700,0.0022701200,0.0012498900,0.0012498100,453.5350000000,454.0230000000,249.9780000000,249.9620000000,,,
0.3206410000,3.0651500000,3.3235200000,0.0022681800,0.0022707100,0.0012498900,0.0012498100,453.6350000000,454.1420000000,249.9790000000,249.9620000000,,,
0.3216430000,3.0634700000,3.3306100000,0.0022692200,0.0022707900,0.0012498900,0.0012498100,453.8440000000,454.1590000000,249.9790000000,249.9610000000,,,
0.3226450000,3.0617600000,3.3377100000,0.0022693100,0.0022718300,0.0012498900,0.0012498000,453.8630000000,454.3660000000,249.9780000000,249.9610000000,,,
0.3236470000,3.0600200000,3.3448000000,0.0022696300,0.0022726800,0.0012498900,0.0012498000,453.9250000000,454.5350000000,249.9780000000,249.9600000000,,,
0.3246490000,3.0582700000,3.3519000000,0.0022708100,0.0022726600,0.0012498900,0.0012498000,454.1620000000,454.5310000000,249.9780000000,249.9590000000,,,
0.3256510000,3.0564800000,3.3589900000,0.0022717900,0.0022728700,0.0012498800,0.0012497900,454.3580000000,454.5740000000,249.9770000000,249.9580000000,,,
0.3266530000,3.0546600000,3.3660900000,0.0022720000,0.0022738500,0.0012498800,0.0012497800,454.4010000000,454.7690000000,249.9750000000,249.9560000000,,,
0.3276550000,3.0528200000,3.3731800000,0.0022718700,0.0022752100,0.0012498700,0.0012497600,454.3740000000,455.0410000000,249.9730000000,249.9530000000,,,
0.3286570000,3.0509500000,3.3802700000,0.0022725700,0.0022757300,0.0012498500,0.0012497500,454.5140000000,455.1460000000,249.9710000000,249.9500000000,,,
0.3296590000,3.0490700000,3.3873800000,0.0022730100,0.0022765500,0.0012498500,0.0012497400,454.6020000000,455.3090000000,249.9700000000,249.9480000000,,,
0.3306610000,3.0471800000,3.3944800000,0.0022740100,0.0022768100,0.0012498500,0.0012497300,454.8020000000,455.3610000000,249.9690000000,249.9470000000,,,
0.3316630000,3.0452600000,3.4015900000,0.0022758300,0.0022762700,0.0012498400,0.0012497200,455.1660000000,455.2550000000,249.9670000000,249.9450000000,,,
0.3326650000,3.0433000000,3.4087000000,0.0022760300,0.0022773600,0.0012498300,0.0012497100,455.2070000000,455.4720000000,249.9650000000,249.9420000000,,,
0.3336670000,3.0413000000,3.4157900000,0.0022756000,0.0022791100,0.0012498100,0.0012496900,455.1200000000,455.8230000000,249.9610000000,249.9380000000,,,
0.3346690000,3.0393000000,3.4229000000,0.0022764300,0.0022796100,0.0012497900,0.0012496700,455.2860000000,455.9220000000,249.9580000000,249.9340000000,,,
0.3356710000,3.0372700000,3.4300100000,0.0022765700,0.0022808200,0.0012497800,0.0012496500,455.3140000000,456.1640000000,249.9560000000,249.9300000000,,,
0.3366730000,3.0352300000,3.4371300000,0.0022770900,0.0022816600,0.0012497700,0.0012496400,455.4170000000,456.3320000000,249.9540000000,249.9280000000,,,
0.3376750000,3.0331900000,3.4442600000,0.0022787500,0.0022813800,0.0012497600,0.0012496300,455.7500000000,456.2760000000,249.9530000000,249.9260000000,,,
0.3386770000,3.0311200000,3.4514000000,0.0022797700,0.0022817500,0.0012497600,0.0012496200,455.9530000000,456.3500000000,249.9520000000,249.9250000000,,,
0.3396790000,3.0290200000,3.4585300000,0.0022805800,0.0022823600,0.0012497500,0.0012496100,456.1160000000,456.4720000000,249.9500000000,249.9220000000,,,
0.3406810000,3.0268900000,3.4656600000,0.0022799600,0.0022843900,0.0012497400,0.0012495900,455.9930000000,456.8790000000,249.9470000000,249.9190000000,,,
0.3416830000,3.0247500000,3.4728000000,0.0022806300,0.0022851800,0.0012497300,0.0012495800,456.1250000000,457.0360000000,249.9450000000,249.9160000000,,,
0.3426850000,3.0226000000,3.4799600000,0.0022820900,0.0022851700,0.0012497200,0.0012495700,456.4180000000,457.0340000000,249.9440000000,249.9140000000,,,
0.3436870000,3.0204300000,3.4871200000,0.0022822400,0.0022865000,0.0012497200,0.0012495600,456.4480000000,457.3000000000,249.9440000000,249.9130000000,,,
0.3446890000,3.0182600000,3.4942900000,0.0022837300,0.0022864900,0.0012497200,0.0012495600,456.7470000000,457.2980000000,249.9440000000,249.9120000000,,,
